,y,U_0,U_1,U_2,U_mag,U_mag_mm_per_s,y_um,Relative Error
74,-3.51703e-05,0.000757934,-6.02942e-11,8.86238e-27,0.0007579340000000024,0.7579340000000024,-35.1703,-6.93341693347449e-05
75,-3.49699e-05,0.000766541,-4.03935e-11,9.4228e-27,0.0007665410000000011,0.7665410000000011,-34.969899999999996,-0.00018489573733397138
76,-3.47695e-05,0.000775116,-2.05634e-11,9.97155e-27,0.0007751160000000002,0.7751160000000001,-34.7695,-0.00031125210000001086
77,-3.45691e-05,0.000783203,-1.86549e-12,1.04981e-26,0.000783203,0.783203,-34.5691,-0.00014440325733329948
78,-3.43687e-05,0.000791289,1.68324e-11,1.10247e-26,0.0007912890000000002,0.7912890000000002,-34.368700000000004,-9.0158760001439e-06
79,-3.41683e-05,0.000799376,3.55303e-11,1.15512e-26,0.0007993760000000008,0.7993760000000009,-34.1683,9.357671066601014e-05
80,-3.39679e-05,0.000807462,5.42282e-11,1.2077800000000001e-26,0.0008074620000000018,0.8074620000000019,-33.9679,0.0001647078359989044
81,-3.37675e-05,0.000815548,7.29261e-11,1.2604300000000001e-26,0.0008155480000000033,0.8155480000000033,-33.7675,0.00020371083333118692
82,-3.35671e-05,0.000823635,9.1624e-11,1.3130900000000001e-26,0.0008236350000000051,0.8236350000000051,-33.567099999999996,0.00020991903599668996
83,-3.33667e-05,0.000831721,1.10322e-10,1.36574e-26,0.0008317210000000073,0.8317210000000073,-33.3667,0.00018466577732856315
84,-3.31663e-05,0.000839807,1.2902e-10,1.4184e-26,0.0008398070000000099,0.8398070000000099,-33.1663,0.00012728439066019467
85,-3.29659e-05,0.000847894,1.47718e-10,1.4710500000000002e-26,0.0008478940000000129,0.8478940000000129,-32.965900000000005,3.710820932475064e-05
86,-3.27655e-05,0.00085598,1.66416e-10,1.52371e-26,0.0008559800000000162,0.8559800000000162,-32.7655,-8.452943334417522e-05
87,-3.25651e-05,0.000864066,1.85113e-10,1.57636e-26,0.0008640660000000199,0.8640660000000199,-32.5651,-0.0002382952040131947
88,-3.23647e-05,0.000872129,2.03041e-10,1.6251200000000001e-26,0.0008721290000000237,0.8721290000000237,-32.3647,-0.00040885576934897766
89,-3.21643e-05,0.000879399,1.95205e-10,1.54357e-26,0.0008793990000000217,0.8793990000000217,-32.1643,-8.287779601438376e-05
90,-3.19639e-05,0.000886669,1.87368e-10,1.46202e-26,0.0008866690000000198,0.8866690000000198,-31.963900000000002,0.0002109720493201165
91,-3.17635e-05,0.000893939,1.79532e-10,1.38047e-26,0.000893939000000018,0.8939390000000179,-31.7635,0.0004726937666547452
92,-3.15631e-05,0.000901208,1.71696e-10,1.29891e-26,0.0009012080000000164,0.9012080000000164,-31.563100000000002,0.000702954022655596
93,-3.13627e-05,0.000908478,1.6386e-10,1.2173600000000001e-26,0.0009084780000000147,0.9084780000000148,-31.362699999999997,0.0009004194839903334
94,-3.11623e-05,0.000915748,1.56024e-10,1.1358100000000001e-26,0.0009157480000000133,0.9157480000000133,-31.1623,0.0010657568173246073
95,-3.09619e-05,0.000923018,1.48188e-10,1.05426e-26,0.0009230180000000118,0.9230180000000118,-30.9619,0.0011989660226589354
96,-3.07615e-05,0.000930288,1.40351e-10,9.72707e-27,0.0009302880000000107,0.9302880000000107,-30.7615,0.0013000470999927998
97,-3.05611e-05,0.000937558,1.32515e-10,8.911559999999999e-27,0.0009375580000000093,0.9375580000000093,-30.5611,0.0013690000493270886
98,-3.03607e-05,0.000944827,1.24679e-10,8.09604e-27,0.0009448270000000082,0.9448270000000082,-30.360699999999998,0.0014064915373279696
99,-3.01603e-05,0.000952097,1.16843e-10,7.28052e-27,0.0009520970000000071,0.9520970000000071,-30.1603,0.0014111882306619232
100,-2.99599e-05,0.000959367,1.09007e-10,6.46501e-27,0.0009593670000000062,0.9593670000000062,-29.9599,0.001383756795995857
101,-2.97595e-05,0.000966463,1.01359e-10,5.66861e-27,0.0009664630000000053,0.9664630000000053,-29.7595,0.0014401972333299244
102,-2.95591e-05,0.000973558,9.37106e-11,4.87244e-27,0.0009735580000000046,0.9735580000000046,-29.5591,0.0014651762093302878
103,-2.93587e-05,0.000980653,8.60625e-11,4.07627e-27,0.0009806530000000039,0.9806530000000039,-29.3587,0.0014580270573307796
104,-2.91583e-05,0.000987749,7.84144e-11,3.2801099999999995e-27,0.000987749000000003,0.9877490000000031,-29.1583,0.001418083110664566
105,-2.89579e-05,0.000994844,7.07664e-11,2.4839399999999998e-27,0.0009948440000000025,0.9948440000000025,-28.9579,0.0013466777026651666
106,-2.87575e-05,0.00100194,6.31183e-11,1.6877699999999997e-27,0.001001940000000002,1.001940000000002,-28.7575,0.0012424774999986177
107,-2.85571e-05,0.00100903,5.54703e-11,8.916070000000001e-28,0.0010090300000000015,1.0090300000000014,-28.557100000000002,0.00111014916933246
108,-2.83567e-05,0.00101613,4.78222e-11,9.543999999999999e-29,0.0010161300000000012,1.016130000000001,-28.3567,0.0009390260439993506
109,-2.81563e-05,0.00102323,4.01741e-11,-7.00727e-28,0.0010232300000000008,1.0232300000000008,-28.1563,0.0007357747906662956
110,-2.79559e-05,0.00103032,3.25261e-11,-1.49689e-27,0.0010303200000000004,1.0303200000000003,-27.9559,0.0005070620759997091
111,-2.77555e-05,0.00103742,2.4878e-11,-2.2930599999999997e-27,0.0010374200000000005,1.0374200000000005,-27.755499999999998,0.00023955456666646668
112,-2.75551e-05,0.00104451,1.723e-11,-3.0892299999999998e-27,0.00104451,1.04451,-27.5551,-5.3414404000011e-05
113,-2.73547e-05,0.00105094,1.58872e-11,-3.31105e-27,0.0010509400000000002,1.0509400000000002,-27.3547,6.148849733333961e-05
114,-2.71543e-05,0.00105695,1.8484e-11,-3.17403e-27,0.0010569500000000003,1.0569500000000003,-27.1543,0.00042426327066650654
115,-2.69539e-05,0.00106295,2.10807e-11,-3.03701e-27,0.0010629500000000002,1.0629500000000003,-26.9539,0.0007615765826665862
116,-2.67535e-05,0.00106896,2.36774e-11,-2.8999899999999997e-27,0.0010689600000000003,1.0689600000000004,-26.7535,0.001060095099999862
117,-2.65531e-05,0.00107497,2.62741e-11,-2.76297e-27,0.0010749700000000002,1.0749700000000002,-26.5531,0.0013264854893331919
118,-2.63527e-05,0.00108098,2.88708e-11,-2.62595e-27,0.0010809800000000005,1.0809800000000005,-26.3527,0.0015607477506662804
119,-2.61523e-05,0.00108699,3.14675e-11,-2.48893e-27,0.0010869900000000004,1.0869900000000003,-26.1523,0.0017628818839997191
120,-2.59519e-05,0.00109299,3.40643e-11,-2.3519099999999997e-27,0.0010929900000000005,1.0929900000000006,-25.951900000000002,0.0019395545559997747
121,-2.57515e-05,0.001099,3.6661e-11,-2.21489e-27,0.0010990000000000006,1.0990000000000006,-25.7515,0.0020774324333328784
122,-2.55511e-05,0.00110501,3.92577e-11,-2.07787e-27,0.0011050100000000007,1.1050100000000007,-25.5511,0.0021831821826663322
123,-2.53507e-05,0.00111102,4.18544e-11,-1.94085e-27,0.001111020000000001,1.111020000000001,-25.3507,0.0022568038039993965
124,-2.51503e-05,0.00111703,4.44511e-11,-1.8038299999999997e-27,0.0011170300000000008,1.1170300000000009,-25.150299999999998,0.002298297297332811
125,-2.49499e-05,0.00112303,4.70445e-11,-1.66698e-27,0.0011230300000000008,1.1230300000000009,-24.9499,0.0023143293293328426
126,-2.47495e-05,0.001129,4.96269e-11,-1.5307199999999998e-27,0.001129000000000001,1.1290000000000011,-24.7495,0.0023182332333324673
127,-2.45491e-05,0.00113497,5.22092e-11,-1.39446e-27,0.0011349700000000012,1.1349700000000011,-24.5491,0.0022900090093325907
128,-2.43487e-05,0.00114095,5.47916e-11,-1.25819e-27,0.0011409500000000013,1.1409500000000012,-24.3487,0.0022229899906657615
129,-2.41483e-05,0.00114692,5.73739e-11,-1.1219299999999999e-27,0.0011469200000000016,1.1469200000000015,-24.1483,0.0021305095106656977
130,-2.39479e-05,0.0011529,5.99563e-11,-9.85669e-28,0.0011529000000000016,1.1529000000000016,-23.9479,0.0019992342359988293
131,-2.37475e-05,0.00115887,6.25386e-11,-8.494070000000001e-28,0.0011588700000000015,1.1588700000000016,-23.7475,0.0018424974999988741
132,-2.35471e-05,0.00116485,6.5121e-11,-7.13145e-28,0.001164850000000002,1.164850000000002,-23.5471,0.0016469659693321148
133,-2.33467e-05,0.00117082,6.77033e-11,-5.76883e-28,0.0011708200000000019,1.170820000000002,-23.346700000000002,0.0014259729773321201
134,-2.31463e-05,0.0011768,7.02857e-11,-4.4061999999999995e-28,0.0011768000000000021,1.176800000000002,-23.1463,0.0011661851906654697
135,-2.29459e-05,0.00118277,7.2868e-11,-3.0435800000000003e-28,0.0011827700000000023,1.1827700000000023,-22.9459,0.0008809359426651397
136,-2.27455e-05,0.00118875,7.54504e-11,-1.6809600000000002e-28,0.0011887500000000023,1.1887500000000024,-22.7455,0.0005568918999983019
137,-2.25451e-05,0.00119472,7.80327e-11,-3.18336e-29,0.0011947200000000026,1.1947200000000027,-22.545099999999998,0.0002073863959982288
138,-2.23447e-05,0.00119979,7.78833e-11,-1.18642e-30,0.0011997900000000027,1.1997900000000026,-22.3447,0.000425752763998144
139,-2.21443e-05,0.00120459,7.68995e-11,-2.79965e-30,0.0012045900000000023,1.2045900000000023,-22.1443,0.0007919910039985526
140,-2.19439e-05,0.00120938,7.59156e-11,-4.41288e-30,0.0012093800000000023,1.2093800000000023,-21.9439,0.001132767782665134
141,-2.17435e-05,0.00121418,7.49318e-11,-6.0261e-30,0.0012141800000000024,1.2141800000000025,-21.7435,0.0014347497666652072
142,-2.15431e-05,0.00121898,7.3948e-11,-7.63933e-30,0.001218980000000002,1.2189800000000022,-21.5431,0.0017046036226651868
143,-2.13427e-05,0.00122377,7.29641e-11,-9.25256e-30,0.001223770000000002,1.223770000000002,-21.3427,0.0019489960173322274
144,-2.11423e-05,0.00122857,7.19803e-11,-1.0865800000000001e-29,0.001228570000000002,1.228570000000002,-21.1423,0.002154593617332168
145,-2.09419e-05,0.00123336,7.09965e-11,-1.2479e-29,0.001233360000000002,1.233360000000002,-20.9419,0.002334729755998873
146,-2.07415e-05,0.00123816,7.00126e-11,-1.40923e-29,0.001238160000000002,1.238160000000002,-20.741500000000002,0.002476071099998626
147,-2.05411e-05,0.00124295,6.90288e-11,-1.5705500000000002e-29,0.001242950000000002,1.242950000000002,-20.5411,0.00259195098266544
148,-2.03407e-05,0.00124775,6.8045e-11,-1.73187e-29,0.001247750000000002,1.247750000000002,-20.3407,0.00266903607066545
149,-2.01403e-05,0.00125254,6.70611e-11,-1.8931900000000001e-29,0.0012525400000000016,1.2525400000000015,-20.1403,0.0027206596973323727
